month_id,country_id,step_combined,multi_0_logit,multi_1_logit,multi_2_logit,multi_3_logit,multi_4_logit
539,1,0.0013101173029477838,0.9833917776758755,0.015134426158030272,0.0014666611866610713,7.133149973104995e-06,1.8294600492419862e-09
539,2,-0.00020010006418175966,0.9834701923117142,0.015065507207389486,0.0014572225618698013,7.076107332191009e-06,1.8116946882053237e-09
539,3,-0.0008521472888870255,0.9835039343147339,0.015035846268459288,0.0014531659935928616,7.051619136370274e-06,1.8040775729940739e-09
539,4,0.1373824892330609,0.9745745672412426,0.022791516818438228,0.0026192335145320657,1.4678026593821233e-05,4.399193327874121e-09
539,5,0.00916163453524822,0.9829780965114282,0.015497747773252349,0.0015167166321767812,7.437158487643588e-06,1.9246549597503384e-09
539,6,0.00917285358857043,0.98297749812074,0.015498272998775403,0.0015167893537188133,7.437601971460004e-06,1.9247944536986617e-09
539,7,0.008314674823544045,0.983023210384967,0.015458147319406715,0.0015112366271220331,7.403754351137445e-06,1.914153163797204e-09
539,8,0.010217001446562204,0.9829217146226983,0.01554723182017737,0.0015235726274005774,7.478991902444961e-06,1.9378212095698715e-09
539,9,1.5258175329220611,0.26373314339039183,0.4408774007101524,0.28851479561999405,0.006864573864898369,1.0086414563293814e-05
539,10,0.11207781206643322,0.9765078290363093,0.021127133801729807,0.0023521946932544414,1.283873066285474e-05,3.738043727840363e-09
539,11,0.2607188389588326,0.9626637108328622,0.032896001952060556,0.004412163244371338,2.811426643792332e-05,9.704267956903243e-09
539,12,0.0006482556341961333,0.9834261888550985,0.015104184008204388,0.0014625172203959838,7.108094648192642e-06,1.8216530172252742e-09
539,13,0.14533502170712534,0.9739351082808795,0.023340407833316514,0.002709170969230412,1.5308286515212936e-05,4.630058333816764e-09
539,14,-0.0007096160923542941,0.9834965645042811,0.015042324961815845,0.0014540517633496028,7.056964813289706e-06,1.805739871620945e-09
539,16,0.022310976265428294,0.9822621820184726,0.016125476206947206,0.0016043642757982016,7.975403525304543e-06,2.09525650802893e-09
539,17,2.2808023835161038,0.020724255959406853,0.3530869769900582,0.5950043805428845,0.031076000145851188,0.00010838636179920437
539,18,-0.0008448369291304391,0.9835035564003001,0.015036178491014667,0.0014532114113069625,7.051893215726293e-06,1.8041627944354875e-09
539,19,0.00025780867799515264,0.983446455465129,0.015086371317784935,0.0014600780450218095,7.093355001228424e-06,1.8170630454067302e-09
539,20,-0.0011067437646839835,0.9835170904886151,0.015024280512966823,0.0014515851168743167,7.042080431603386e-06,1.8011120824830315e-09
539,21,-0.0007995862837403047,0.9835012169429386,0.015038235087119715,0.0014534925752666557,7.05358998455657e-06,1.8046903987764506e-09
539,22,-0.0009138729561935652,0.9835071249247975,0.015033041405309271,0.0014527825611898011,7.049305345308914e-06,1.8033581580710402e-09
539,23,0.007071662493648026,0.9830892047775364,0.015400208747498945,0.001503229576395593,7.3549997251908785e-06,1.8988438006336956e-09
539,24,2.3082044989958974,0.018655287558955676,0.3457793395255686,0.6030412627981816,0.03240747728645216,0.00011663283084193935
539,25,0.002181770633686345,0.9833463505264078,0.015174344923884421,0.001472136428787904,7.16628112708228e-06,1.8397925562426575e-09
539,26,-0.0008743253081588281,0.9835050807710171,0.015034838422588513,0.0014530282148706348,7.050787704843169e-06,1.8038190544677632e-09
539,27,0.0007904728834409081,0.9834188007623521,0.015110677269590724,0.0014634066737187843,7.1134710106025244e-06,1.8233277461622156e-09
539,28,2.8669963647319934,0.0019904193803195356,0.2056762101387778,0.7223894766154696,0.06946982817170413,0.0004740656937289744
539,29,0.003418307698890337,0.9832816946980698,0.015231151477174444,0.001479938426277769,7.2135439277251435e-06,1.8545501489594372e-09
539,30,0.004828922516304181,0.9832076314223526,0.015296210058107971,0.0014888888092595906,7.267838750855085e-06,1.8715293014825077e-09
539,31,0.0043210871990312875,0.9832343325017728,0.015272756965830137,0.0014856604215592367,7.24824543906622e-06,1.865398876515622e-09
539,32,0.010480914968529407,0.9829075862773701,0.015559630406666445,0.0015252918852315253,7.4894896044028845e-06,1.941127663093623e-09
539,33,0.001653705891230364,0.9833738859419601,0.01515014902701837,0.0014688170060925224,7.146191402697628e-06,1.8335260012977884e-09
539,34,0.0004351645783883288,0.9834372526591919,0.015094459963633441,0.0014611855114867753,7.100046541167918e-06,1.819146556143355e-09
539,35,-0.0006633951103324913,0.9834941738680902,0.01504442650479425,0.001454339121625673,7.058699210486833e-06,1.8062792605831633e-09
539,36,-0.00016262443216250857,0.9834682509428709,0.01506721367872829,0.0014574560489392643,7.077517328025284e-06,1.812133444875772e-09
539,37,-0.0008938311335332164,0.9835060890270291,0.015033952065263789,0.0014529070475837792,7.0500565317120375e-06,1.8035917149196068e-09
539,38,0.00012888529898738771,0.9834531419630285,0.015080494198060032,0.0014592735286325176,7.088494728810494e-06,1.8155499937516656e-09
539,39,0.0167381844027576,0.9825691800926144,0.015856452840085994,0.0015666223258359185,7.742720274166944e-06,2.0211891431264338e-09
539,40,-0.0006884703467999449,0.9834954708493209,0.015043286365878854,0.0014541832205795001,7.057758234155424e-06,1.805986618031896e-09
539,41,0.0676441317070911,0.9795565784649071,0.01848651807827006,0.0019467553694977782,1.014528001041528e-05,2.8073146169755375e-09
539,42,0.017388392968308172,0.9825336352001205,0.015887613076108923,0.001570980176827947,7.769517247684848e-06,2.029694838078047e-09
539,43,0.001569821610243946,0.9833782558296438,0.01514630894127169,0.0014682903912904357,7.143005261457166e-06,1.832532503438132e-09
539,45,0.004824316100328057,0.9832078738097408,0.015295997163648248,0.001488859494347768,7.267660789641039e-06,1.871473604230835e-09
